Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00   30003/30003       __gnu_cxx::__aligned_membuf<int>::_M_addr() [68]
-----------------------------------------------
                0.00    0.00   30003/30003       __gnu_cxx::__aligned_membuf<int>::_M_ptr() [67]
[68]     0.0    0.00    0.00   30003         __gnu_cxx::__aligned_membuf<int>::_M_addr() [68]
-----------------------------------------------
                0.00    0.00   10001/30003       std::_List_iterator<int>::operator*() const [110]
                0.00    0.00   10001/30003       std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [185]
                0.00    0.00   10001/30003       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [130]
[69]     0.0    0.00    0.00   30003         std::_List_node<int>::_M_valptr() [69]
                0.00    0.00   30003/30003       __gnu_cxx::__aligned_membuf<int>::_M_ptr() [67]
-----------------------------------------------
                0.00    0.00      80/20163       std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [139]
                0.00    0.00   20083/20163       __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [72]
[70]     0.0    0.00    0.00   20163         __gnu_cxx::new_allocator<int>::max_size() const [70]
-----------------------------------------------
                0.00    0.00   20083/20083       std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [73]
[71]     0.0    0.00    0.00   20083         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [71]
-----------------------------------------------
                0.00    0.00   20083/20083       std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [74]
[72]     0.0    0.00    0.00   20083         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [72]
                0.00    0.00   20083/20163       __gnu_cxx::new_allocator<int>::max_size() const [70]
-----------------------------------------------
                0.00    0.00      79/20083       std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [141]
                0.00    0.00   20004/20083       std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [79]
[73]     0.0    0.00    0.00   20083         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [73]
                0.00    0.00   20083/20083       __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [71]
-----------------------------------------------
                0.00    0.00      79/20083       std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [140]
                0.00    0.00   20004/20083       std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [76]
[74]     0.0    0.00    0.00   20083         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [74]
                0.00    0.00   20083/20083       __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [72]
-----------------------------------------------
                0.00    0.00   20004/20004       void std::_Destroy<int*>(int*, int*) [87]
[75]     0.0    0.00    0.00   20004         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [75]
-----------------------------------------------
                0.00    0.00   20004/20004       std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [80]
[76]     0.0    0.00    0.00   20004         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [76]
                0.00    0.00   20004/20083       std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [74]
-----------------------------------------------
                0.00    0.00   20004/20004       std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [82]
[77]     0.0    0.00    0.00   20004         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [77]
                0.00    0.00   20004/40008       std::allocator<int>::allocator(std::allocator<int> const&) [59]
                0.00    0.00   20004/20004       std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [81]
-----------------------------------------------
                0.00    0.00   20004/20004       std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [83]
[78]     0.0    0.00    0.00   20004         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [78]
                0.00    0.00   20004/40011       std::allocator<int>::~allocator() [57]
-----------------------------------------------
                0.00    0.00   20004/20004       std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [83]
[79]     0.0    0.00    0.00   20004         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [79]
                0.00    0.00   20004/20083       std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [73]
-----------------------------------------------
                0.00    0.00   20004/20004       std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [82]
[80]     0.0    0.00    0.00   20004         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [80]
                0.00    0.00   20004/20004       std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [76]
-----------------------------------------------
                0.00    0.00   20004/20004       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [77]
[81]     0.0    0.00    0.00   20004         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [81]
-----------------------------------------------
                0.00    0.00       2/20004       std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [221]
                0.00    0.00   20002/20004       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [14]
[82]     0.0    0.00    0.00   20004         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [82]
                0.00    0.00   20004/20004       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [77]
                0.00    0.00   20004/20004       std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [80]
-----------------------------------------------
                0.00    0.00   20004/20004       std::vector<int, std::allocator<int> >::~vector() [84]
[83]     0.0    0.00    0.00   20004         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [83]
                0.00    0.00   20004/20004       std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [79]
                0.00    0.00   20004/20004       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [78]
-----------------------------------------------
                0.00    0.00       1/20004       kosaraju_by_matrix(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, int) [2]
                0.00    0.00       1/20004       main [1]
                0.00    0.00   20002/20004       void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [96]
[84]     0.0    0.00    0.00   20004         std::vector<int, std::allocator<int> >::~vector() [84]
                0.00    0.00   20004/40008       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [60]
                0.00    0.00   20004/20004       void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [88]
                0.00    0.00   20004/20004       std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [83]
-----------------------------------------------
                0.00    0.00       2/20004       int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [225]
                0.00    0.00   20002/20004       int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [22]
[85]     0.0    0.00    0.00   20004         int* std::__niter_base<int*>(int*) [85]
-----------------------------------------------
                0.00    0.00       2/20004       int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [225]
                0.00    0.00   20002/20004       int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [22]
[86]     0.0    0.00    0.00   20004         int* std::__niter_wrap<int*>(int* const&, int*) [86]
-----------------------------------------------
                0.00    0.00   20004/20004       void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [88]
[87]     0.0    0.00    0.00   20004         void std::_Destroy<int*>(int*, int*) [87]
                0.00    0.00   20004/20004       void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [75]
-----------------------------------------------
                0.00    0.00   20004/20004       std::vector<int, std::allocator<int> >::~vector() [84]
[88]     0.0    0.00    0.00   20004         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [88]
                0.00    0.00   20004/20004       void std::_Destroy<int*>(int*, int*) [87]
-----------------------------------------------
                0.00    0.00   20002/20002       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [14]
[89]     0.0    0.00    0.00   20002         __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [89]
                0.00    0.00   20002/20002       std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [93]
-----------------------------------------------
                0.00    0.00   20002/20002       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [14]
[90]     0.0    0.00    0.00   20002         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [90]
